Name,Team,Year,Gold,Silver,Bronze
Ema Ramusovi,Montenegro,2016,0,0,0
Ema Ramusovic,Montenegro,2020,0,0,0
Ema Vernoux,France,2024,0,0,0
"Emad ""moteab""",Egypt,2012,0,0,0
Emad Ali,Egypt,1988,0,0,0
Emad El-gaindi,Egypt,1984,0,0,0
Emad El-geziry,Egypt,2000,0,0,0
Emad El-shafei,Egypt,1984,0,0,0
Emad Hassan,Egypt,1988,0,0,0
Emad Mahmoud,Iraq,1984,0,0,0
Emad Noor,Saudi Arabia,2012,0,0,0
Emad Ridha,Iraq,2004,0,0,0
Emad Soliman,Egypt,1984,0,0,0
Emam Ashour,Egypt,2020,0,0,0
Eman El-gammal,Egypt,2008,0,0,0
Eman El-gammal,Egypt,2012,0,0,0
Emanuel Archibald,Guyana,2020,0,0,0
Emanuel Archibald,Guyana,2024,0,0,0
Emanuel Buchmann,Germany,2016,0,0,0
Emanuel Buchmann,Germany,2020,0,0,0
Emanuel Colmenares,Venezuela,2016,0,0,0
Emanuel Couto,Portugal,1992,0,0,0
Emanuel Couto,Portugal,1996,0,0,0
Emanuel Fernandes,Angola,2008,0,0,0
Emanuel Fortes,Brazil,1988,0,0,0
Emanuel Fortes,Brazil,1992,0,0,0
Emanuel Horvatiek,Croatia,2004,0,0,0
Emanuel Ihemeje,Italy,2020,0,0,0
Emanuel Maccari,Argentina,2004,1,0,0
Emanuel Maccari,Argentina,2008,0,0,1
Emanuel Maccari,Argentina,2012,0,0,0
Emanuel Maccari,Argentina,2016,0,0,0
Emanuel Nketu,Lesotho,2008,0,0,0
Emanuel Ortamendi,Argentina,1988,0,0,0
Emanuel Ortamendi,Argentina,1992,0,0,0
Emanuel Rego,Brazil-1,2004,1,0,0
Emanuel Rego,Brazil-1,2012,0,1,0
Emanuel Rego,Brazil-2,1996,0,0,0
Emanuel Rego,Brazil-2,2000,0,0,0
Emanuel Rego,Brazil-2,2008,0,0,1
Emanuel Silva,Portugal,2004,0,0,0
Emanuel Silva,Portugal,2008,0,0,0
Emanuel Silva,Portugal,2012,0,1,0
Emanuel Silva,Portugal,2016,0,0,0
Emanuel Silva,Portugal,2020,0,0,0
Emanuela Felici,San Marino,2000,0,0,0
Emanuela Felici,San Marino,2004,0,0,0
Emanuela Liuzzi,Italy,2024,0,0,0
Emanuela Menuzzo,Italy,1984,0,0,0
Emanuela Pierantozzi,Italy,1992,0,1,0
Emanuela Pierantozzi,Italy,1996,0,0,0
Emanuela Pierantozzi,Italy,2000,0,0,1
Emanuela Salopek,Croatia,2012,0,0,0
Emanuela Sossi,Italy,1996,0,0,0
Emanuela Sossi,Italy,2000,0,0,0
Emanuela Viola,Italy,1988,0,0,0
Emanuela Zanchi,Italy,2004,1,0,0
Emanuela Zanchi,Italy,2008,0,0,0
Emanuela Zardo,Switzerland,1992,0,0,0
Emanuele Abate,Italy,2012,0,0,0
Emanuele Birarelli,Italy,2008,0,0,0
Emanuele Birarelli,Italy,2012,0,0,1
Emanuele Birarelli,Italy,2016,0,1,0
Emanuele Camilli,Italy,2024,0,0,0
Emanuele Capponi,Italy,2024,0,0,0
Emanuele Fuamatu,Samoa,2012,0,0,0
Emanuele Gaetani,Italy,2024,0,0,0
Emanuele Gaudiano,Italy,2016,0,0,0
Emanuele Gaudiano,Italy,2020,0,0,0
Emanuele Gregorio,Italy,2008,0,0,0
Emanuele Guidi,San Marino,2012,0,0,0
Emanuele Idini,Italy,1992,0,0,0
Emanuele Idini,Italy,1996,0,0,0
Emanuele Liuzzi,Italy,2016,0,0,0
Emanuele Merisi,Italy,1992,0,0,0
Emanuele Merisi,Italy,1996,0,0,1
Emanuele Merisi,Italy,2000,0,0,0
Emanuele Merisi,Italy,2004,0,0,0
Emanuele Nicolini,San Marino,2004,0,0,0
Emanuele Nicolini,San Marino,2008,0,0,0
Emanuele Vaccari,Italy,1992,0,0,0
Emanuelle Lima,Brazil,2016,0,0,0
Emeka Ezeugo,Nigeria,1988,0,0,0
Emel Dereli,Turkey,2016,0,0,0
Emel Dereli,Turkey,2020,0,0,0
Emel Dereli,Türkiye,2024,0,0,0
Emelia Chatfield,Haiti,2024,0,0,0
Emelie Fast,Sweden,2020,0,0,0
Emeline Detilleux,Belgium,2024,0,0,0
Emerito Concepcin,Philippines,1992,0,0,0
Emerson Duarte,Brazil,2016,0,0,0
Emerson Frostad,Canada,2008,0,0,0
Emerson Hernndez,El Salvador,2012,0,0,0
Emerson Pern,Brazil,1996,0,0,0
Emery Gill,Belize,1992,0,0,0
Emery Nziyunvira,Burundi,2004,0,0,0
Emese Kovcs,Hungary,2008,0,0,0
Emese Szsz,Hungary,2008,0,0,0
Emese Szsz,Hungary,2012,0,0,0
Emese Szsz,Hungary,2016,1,0,0
Emeterio Silva,Cuba,1996,0,0,0
Emeterio Silva,Cuba,2000,0,0,0
Emi Hirouchi,Japan,2024,0,0,0
Emi Inui,Japan,2008,1,0,0
Emi Matsui,Japan,1984,0,0,0
Emi Matsui,Japan,1988,0,0,0
Emi Naito,Japan,2000,0,1,0
Emi Naito,Japan,2004,0,0,1
Emi Nakajima,Japan,2020,0,0,0
Emi Nishikori,Japan,2016,0,0,0
Emi Nishikori,Japan,2020,0,0,0
Emi Sakurai,Japan,2004,0,0,0
Emi Takanabe,Japan,2008,0,0,0
Emi Tsukada,Japan,1996,0,0,0
Emi Yamamoto,Japan,2004,0,0,0
Emiel Boersma,Netherlands-2,2008,0,0,0
Emiel Mellaard,Netherlands,1988,0,0,0
Emigdio Vega,Cuba,2020,0,0,0
Emii Tanaka,Japan,2024,0,0,0
Emiko Odaka,Japan,1984,0,0,1
Emiko Suzuki,Japan,2004,0,1,0
Emiko Suzuki,Japan,2008,0,0,1
Emil Agyekum,Germany,2024,0,0,0
Emil Bjorch,France,2024,0,0,0
Emil Blomberg,Sweden,2020,0,0,0
Emil Bondev,Bulgaria,1988,0,0,0
Emil Chuprenski,Bulgaria,1988,0,0,0
Emil Cruz,Honduras,2008,0,0,0
Emil Groytsev,Bulgaria,1988,0,0,0
Emil Holm,Denmark,2024,0,0,0
Emil Jakobsen,Denmark,2020,0,1,0
Emil Jakobsen,Denmark,2024,1,0,0
Emil Jarudd,Sweden,2020,0,0,0
Emil Jarudd,Sweden,2024,0,0,0
Emil Kjaer,Denmark,2020,0,0,0
Emil Krastev,Bulgaria,2000,0,0,0
Emil Larsen,Denmark,2016,0,0,0
Emil Milev,Bulgaria,1992,0,0,0
Emil Milev,Bulgaria,1996,0,1,0
Emil Milev,Bulgaria,2000,0,0,0
Emil Milev,Bulgaria,2004,0,0,0
Emil Milev,United States,2012,0,0,0
Emil Milev,United States,2016,0,0,0
Emil Nielsen,Denmark,2024,1,0,0
Emil Rizk,Egypt,1992,0,0,0
Emil Str,Denmark,2012,0,0,0
Emil Tahirovi,Slovenia,2004,0,0,0
Emila Huch,Samoa,1984,0,0,0
Emilce Sosa,Argentina,2016,0,0,0
Emile Amoros,France,2020,0,0,0
Emile Bakale,Congo (Brazzaville),2004,0,0,0
Emile Bakale,Congo (Brazzaville),2008,0,0,0
Emile Bakale,Congo (Brazzaville),2012,0,0,0
Emile Cairess,Great Britain,2024,0,0,0
Emile Faurie,Great Britain,1992,0,0,0
Emile Faurie,Great Britain,2000,0,0,0
Emile Hendrix,Netherlands,1996,0,0,0
Emile Smith,South Africa,2004,0,0,0
Emile Smith,South Africa,2008,0,0,0
Emilee Cherry,Australia,2016,1,0,0
Emili Font,Andorra,1988,0,0,0
Emili Font,Andorra,1992,0,0,0
Emilia (-bottas),Finland,2008,0,0,0
Emilia (-bottas),Finland,2012,0,0,0
Emilia (-bottas),Finland,2016,0,0,0
Emilia Ankiewicz,Poland,2016,0,0,0
Emilia Appelqvist,Sweden,2016,0,1,0
Emilia Camacho,Spain,1992,0,0,0
Emilia Ciosu-pascu,Romania,1992,0,0,0
Emilia Ciosu-pascu,Romania,1996,0,0,0
Emilia Ciosu-pascu,Romania-1,1992,0,0,0
Emilia Forcherio,Argentina,2020,0,1,0
Emilia Luca,Germany,1996,0,0,0
Emilia Mendieta,Argentina,2008,0,0,0
Emilia Nilsson,Sweden,2024,0,0,0
Emilia Ondo,Equatorial Guinea,2004,0,0,0
Emilia Ondo,Equatorial Guinea,2008,0,0,0
Emilia Tsoulfa,Greece,2020,0,0,0
Emilia Vuc,Romania,2016,0,0,0
Emilia Wickert,Germany,2024,0,0,0
Emilian Necula,Romania,1984,0,0,0
Emiliano Antognazza,Uruguay,2012,0,0,0
Emiliano Brembilla,Italy,1996,0,0,0
Emiliano Brembilla,Italy,2000,0,0,0
Emiliano Brembilla,Italy,2004,0,0,1
Emiliano Brembilla,Italy,2008,0,0,0
Emiliano Buale,Equatorial Guinea,1992,0,0,0
Emiliano Ginanneschi,Italy,2000,0,0,0
Emiliano Grillo,Argentina,2016,0,0,0
Emiliano Grillo,Argentina,2024,0,0,0
Emiliano Guaraglia,Uruguay,2012,0,0,0
Emiliano Hernandez,Mexico,2024,0,0,0
Emiliano Lasa,Uruguay,2020,0,0,0
Emiliano Lasa,Uruguay,2024,0,0,0
Emiliano Moretti,Italy,2004,0,0,1
Emiliano Pizzoli,Italy,2000,0,0,0
Emiliano Portale,Italy,2024,0,0,0
Emiliano Snchez,Uruguay,2016,0,0,0
Emiliano Villegas,Argentina,2024,0,0,0
Emiliano Viviano,Italy,2008,0,0,0
Emilie Alexandre,France,2024,0,0,0
Emilie Arntzen,Norway,2016,0,0,1
Emilie Beckmann,Denmark,2020,0,0,0
Emilie Djoman,Cote d'Ivoire,1988,0,0,0
Emilie Fer,France,2008,0,0,0
Emilie Fer,France,2012,1,0,0
Emilie Livingston,Canada,2000,0,0,0
Emilie Moberg,Norway,2012,0,0,0
Emilie Moller,Denmark,2020,0,0,0
Emilie Respaut,France,2024,0,0,0
Emilie Sinia,Belgium,2012,0,0,0
Emilie-Joane Heymans,Canada,2000,0,1,0
Emilie-Joane Heymans,Canada,2004,0,0,1
Emilie-Joane Heymans,Canada,2008,0,1,0
Emilie-Joane Heymans,Canada,2012,0,0,1
Emilienne Essombe,Cameroon,2020,0,0,0
Emilija Eri,Yugoslavia,1984,1,0,0
Emilio Agreda,Venezuela,1996,0,0,0
Emilio Alonso,Spain,1996,0,0,0
Emilio Alonso,Spain,2000,0,0,0
Emilio Bayeaux,Cuba,2008,0,1,0
Emilio Bonifacio,Dominican Republic,2020,0,0,1
Emilio Buchely,Ecuador,2008,0,0,0
Emilio Buchely,Ecuador,2012,0,0,0
Emilio D'aquino,Italy,2008,0,0,0
Emilio Leti,Samoa,1992,0,0,0
Emilio Lvarez,Cuba,1992,0,0,0
Emilio Lvarez,Cuba,1996,0,0,0
Emilio Mahua,Equatorial Guinea,1984,0,0,0
Emilio Mahua,Equatorial Guinea,1988,0,0,0
Emilio Mahua,Equatorial Guinea,1992,0,0,0
Emilio Mahua,Equatorial Guinea,1996,0,0,0
Emilio Martnez,Paraguay,2004,0,1,0
Emilio Mello,Brazil,1984,0,0,0
Emilio Mello,Brazil,1988,0,0,0
Emilio Mello,Brazil,1992,0,0,0
Emilio Oliva,Guatemala,1984,0,0,0
Emilio Rodrguez,Cuba,1992,0,0,0
Emilio S.,Dominican Republic,1988,0,0,0
Emilio Valenzuela,Chile,1984,0,0,0
Emilio Valenzuela,Chile,1988,0,0,0
Emilio Vicario,Spain,1988,0,1,0
Emilio Vicario,Spain,1992,0,0,0
Emilio Vidal,Spain,1988,0,0,0
Emiliya Dimitrova,Bulgaria-2,1992,0,0,0
Emiliya Turey,Russia,2008,0,1,0
Emiliya Turey,Russia,2012,0,0,0
Emiliya Vacheva,Bulgaria,1992,0,0,0
Emille Baron,South Africa,2000,0,0,0
Emilson Dantas,Brazil,1988,0,0,0
Emilson Dantas,Brazil,1992,0,0,0
Emilson Dantas,Brazil,1996,0,0,0
Emily (-gaddum),New Zealand,2004,0,0,0
Emily (-gaddum),New Zealand,2008,0,0,0
Emily (-gaddum),New Zealand,2012,0,0,0
Emily (porter-),United States,1996,1,0,0
Emily Abbot,Australia,2020,0,0,0
Emily Armstrong,Canada,2020,0,0,0
Emily Batty,Canada,2012,0,0,0
Emily Batty,Canada,2016,0,0,0
Emily Bessoir,Germany,2024,0,0,0
Emily Boelk,Germany,2024,0,0,0
Emily Borthwick,Great Britain,2020,0,0,0
Emily Bugeja,Canada,2024,0,0,0
Emily Campbell,Great Britain,2024,0,0,1
Emily Carosone,Italy,2020,0,0,0
Emily Caruso,United States,2004,0,0,0
Emily Caruso,United States,2008,0,0,0
Emily Chalker,Australia,2020,0,0,0
Emily Craig,Great Britain,2020,0,0,0
Emily Craig,Great Britain,2024,1,0,0
Emily Cross,United States,2008,0,1,0
Emily Delleman,United States,2024,0,0,0
Emily Deriel,United States,2000,0,1,0
Emily Diamond,Great Britain,2016,0,0,1
Emily Diamond,Great Britain,2020,0,0,0
Emily Egmond,Australia,2016,0,0,0
Emily Ehrlich,United States,2024,1,0,0
Emily Ford,Great Britain,2020,0,0,0
Emily Ford,Great Britain,2024,0,0,1
Emily Fox,United States,2024,1,0,0
Emily Freeman,Great Britain,2008,0,0,0
Emily Gielnik,Australia,2020,0,0,0
Emily Halliday,Australia,2004,0,0,0
Emily Halliday,Australia,2008,0,0,0
Emily Hallifax,France,2024,0,0,0
Emily Hegarty,Ireland,2020,0,0,1
Emily Hegarty,Ireland,2024,0,0,0
Emily Infeld,United States,2016,0,0,0
Emily Jacobson,United States,2004,0,0,0
Emily Kallfelz,United States,2024,0,0,0
Emily Kay,Ireland,2020,0,0,0
Emily Lane,Ireland,2024,0,0,0
Emily Lewis,Great Britain,2020,0,0,0
Emily Little,Australia,2012,0,0,0
Emily Mackay,United States,2024,0,0,0
Emily Maguire,Great Britain,2012,0,0,1
Emily Maher,Ireland,2000,0,0,0
Emily Martin,Australia,2000,0,0,0
Emily Mccoll,New Zealand,2008,0,0,0
Emily Morley,Bahamas,2016,0,0,0
Emily Muteti,Kenya,2020,0,0,0
Emily Noor,Netherlands-1,1996,0,0,0
Emily Overholt,Canada,2016,0,0,1
Emily Regan,United States,2016,1,0,0
Emily Rogers,Australia,2016,0,0,0
Emily Rogers,Australia,2020,0,0,0
Emily Sams,United States,2024,1,0,0
Emily Santos,Panama,2024,0,0,0
Emily Scarratt,Great Britain,2016,0,0,0
Emily Scott,Great Britain,2016,0,0,0
Emily Seebohm,Australia,2008,1,0,0
Emily Seebohm,Australia,2012,1,2,0
Emily Seebohm,Australia,2016,0,1,0
Emily Seebohm,Australia,2020,1,0,1
Emily Shearman,New Zealand,2024,0,1,0
Emily Silver,United States,2008,0,1,0
Emily Sisson,United States,2020,0,0,0
Emily Sisson,United States,2024,0,0,0
Emily Smith,Australia,2012,0,0,0
Emily Smith,Australia,2016,0,0,0
Emily Sonnett,United States,2020,0,0,1
Emily Sonnett,United States,2024,1,0,0
Emily Wesutila,Kenya,2000,0,0,0
Emily White,Belgium,2024,0,0,0
Emily Whitehead,Australia,2020,0,0,0
Emily Whitehead,Australia,2024,0,0,0
Emily Zurrer,Canada,2008,0,0,0
Emin Cbrayilov,Azerbaijan,1996,0,0,0
Emin Cbrayilov,Azerbaijan,2000,0,0,0
Emin Garibov,Russia,2012,0,0,0
Emin Hmdov,Azerbaijan,2012,0,0,1
Emin Jafarov,Azerbaijan,2020,0,0,0
Emin Quliyev,Azerbaijan,1996,0,0,0
Emin Quliyev,Azerbaijan,2000,0,0,0
Emin Zizov,Azerbaijan,2008,0,0,0
Emine Palazolu,Turkey,2012,0,0,0
Emir Arganovi,Bosnia and Herzegovina,2004,0,0,0
Emir Bekri,Serbia,2012,0,0,0
Emir Mujinovi,Croatia,2008,0,0,0
Emir Muratovic,Bosnia and Herzegovina,2020,0,0,0
Emir Mutapi,Yugoslavia,1984,0,0,1
Emlio Peixe,Portugal,1996,0,0,0
Emma (-frodeno),Australia,2008,1,0,0
Emma (-jones),Great Britain,2000,0,0,0
Emma (-jones),Great Britain,2004,0,0,0
Emma (-mcdonald),Australia,2008,0,1,0
Emma (-westrn),Sweden,2008,0,0,0
Emma Ania,Great Britain,2008,0,0,0
Emma Berglund,Sweden,2012,0,0,0
Emma Berglund,Sweden,2016,0,1,0
Emma Blackstenius,Sweden,2016,0,1,0
Emma Carrasco,Spain,2024,0,0,0
Emma Charayron,France,2012,0,0,0
Emma Chelius,South Africa,2020,0,0,0
Emma Coburn,United States,2012,0,0,0
Emma Coburn,United States,2016,0,0,1
Emma Coburn,United States,2020,0,0,0
Emma Davidsmeyer,Germany,2024,0,0,0
Emma Davis,Ireland,2008,0,0,0
Emma Deberdine,United States,2024,0,0,0
Emma Dyke,New Zealand,2016,0,0,0
Emma Dyke,New Zealand,2020,0,1,0
Emma Entzminger,Canada,2020,0,0,1
Emma Finlin,Canada,2024,0,0,0
Emma Finucane,Great Britain,2024,1,0,2
Emma Friis,Denmark,2024,0,0,1
Emma George,Australia,2000,0,0,0
Emma Green-tregaro,Sweden,2008,0,0,0
Emma Green-tregaro,Sweden,2012,0,0,0
Emma Gullstrand,Sweden,2020,0,0,0
Emma Harvey,Bermuda,2024,0,0,0
Emma Hindle,Great Britain,2004,0,0,0
Emma Hindle,Great Britain,2008,0,0,0
Emma Hindle,Lancet,2008,0,0,0
Emma Hinze,Germany,2020,0,1,0
Emma Hinze,Germany,2024,0,0,1
Emma Hunt,United States,2024,0,0,0
Emma Igelstrm,Sweden,2000,0,0,0
Emma Jackson,Australia,2012,0,0,0
Emma Jeffcoat,Australia,2020,0,0,0
Emma Johansson,Sweden,2008,0,1,0
Emma Johansson,Sweden,2012,0,0,0
Emma Johansson,Sweden,2016,0,1,0
Emma Johnson,Australia,1996,0,0,1
Emma Jrgensen,Denmark,2016,0,1,0
Emma Kanerva,Finland,2012,0,0,0
Emma Kanerva,Finland,2024,0,0,0
Emma Kete,New Zealand,2008,0,0,0
Emma Knox,Australia,2004,0,0,0
Emma Knox,Australia,2008,0,0,1
Emma Kullberg,Sweden,2020,0,1,0
Emma Larsson,Sweden,2016,0,0,0
Emma Lindqvist,Sweden,2020,0,0,0
Emma Lindqvist,Sweden,2024,0,0,0
Emma Lombardi,France,2024,0,0,0
Emma Lunatti,France,2020,0,0,0
Emma Lunatti,France,2024,0,0,0
Emma Malabuyo,Philippines,2024,0,0,0
Emma Mckeon,Australia,2016,1,2,1
Emma Meesseman,Belgium,2020,0,0,0
Emma Meesseman,Belgium,2024,0,0,0
Emma Moffatt,Australia,2008,0,0,1
Emma Moffatt,Australia,2012,0,0,0
Emma Moffatt,Australia,2016,0,0,0
Emma Navarro,United States,2024,0,0,0
Emma Nedov,Australia,2024,0,0,0
Emma O'croinin,Canada,2024,0,0,0
Emma Oosterwegel,Netherlands,2020,0,0,1
Emma Oosterwegel,Netherlands,2024,0,0,0
Emma Plasschaert,Belgium,2020,0,0,0
Emma Plasschaert,Belgium,2024,0,0,0
Emma Ponthieu,France,2024,0,0,0
Emma Pooley,Great Britain,2008,0,1,0
Emma Pooley,Great Britain,2012,0,0,0
Emma Pooley,Great Britain,2016,0,0,0
Emma Puvrez,Belgium,2024,0,0,0
Emma Reid,Great Britain,2024,0,0,0
Emma Robinson,Canada,1996,0,1,0
Emma Robinson,Canada,2000,0,0,1
Emma Robinson,Ireland,2000,0,0,0
Emma Robinson,Ireland,2004,0,0,0
Emma Robinson,New Zealand,2016,0,0,0
Emma Rolston,New Zealand,2020,0,0,0
Emma Scaunich,Italy,1992,0,0,0
Emma Spitz,Austria,2024,0,0,0
Emma Tahapari,Indonesia,1984,0,0,0
Emma Terebo,France,2024,0,0,0
Emma Tonegato,Australia,2016,1,0,0
Emma Tonegato,Australia,2020,0,0,0
Emma Twigg,New Zealand,2008,0,0,0
Emma Twigg,New Zealand,2012,0,0,0
Emma Twigg,New Zealand,2016,0,0,0
Emma Twigg,New Zealand,2020,1,0,0
Emma Twigg,New Zealand,2024,0,1,0
Emma Uren,Great Britain,2020,0,0,0
Emma Uren,Great Britain,2024,0,0,0
Emma Wade,Belize,2000,0,0,0
Emma Wade,Belize,2004,0,0,0
Emma Weber,United States,2024,1,0,0
Emma Weyant,United States,2020,0,1,0
Emma Weyant,United States,2024,0,0,1
Emma White,United States,2020,0,0,1
Emma Williams,Great Britain,2000,0,0,0
Emma Wilson,Great Britain,2020,0,0,1
Emma Wilson,Great Britain,2024,0,0,1
Emma Wright,Canada,2020,0,0,0
Emma Wright,Canada,2024,0,0,0
Emma Zapletalova,Slovakia,2020,0,0,0
Emmaculate Chemtai,Kenya,2020,0,0,0
Emmannuella Atora,Gabon,2024,0,0,0
Emmanouela Athanasiadi,Greece,2004,0,0,0
Emmanouela Frroku,Australia,2024,0,0,0
Emmanouela Katzouraki,Greece,2024,0,0,0
Emmanouil Karalis,Greece,2020,0,0,0
Emmanouil Karalis,Greece,2024,0,0,1
Emmanouil Mylonakis,Greece,2008,0,0,0
Emmanouil Mylonakis,Greece,2012,0,0,0
Emmanouil Mylonakis,Greece,2016,0,0,0
Emmanouil Spanakis,Greece,2024,0,0,0
Emmanouil Stamou,Greece,2024,0,0,0
Emmanouil Zerdevas,Greece,2020,0,1,0
Emmanouil Zerdevas,Greece,2024,0,0,0
Emmanuel Amunike,Nigeria,1996,1,0,0
Emmanuel Bangu,France,1996,0,0,0
Emmanuel Bello,Nigeria,2020,0,0,0
Emmanuel Bitanga,Cameroon,1984,0,0,0
Emmanuel Brugvin,France,1992,0,0,0
Emmanuel Brugvin,France,1996,0,0,0
Emmanuel Brugvin,France,2000,0,0,0
Emmanuel Bunoz,France,1992,0,0,0
Emmanuel Callender,Trinidad and Tobago,2008,1,0,0
Emmanuel Callender,Trinidad and Tobago,2012,0,1,0
Emmanuel Callender,Trinidad and Tobago,2016,0,0,0
Emmanuel Daniel,Nigeria,2016,0,0,1
Emmanuel Dasor,Ghana,2016,0,0,0
Emmanuel Duah,Ghana,1996,0,0,0
Emmanuel Dyen,France,2008,0,0,0
Emmanuel Dyen,France,2012,0,0,0
Emmanuel Ekpo,Nigeria,2008,0,1,0
Emmanuel Eseme,Cameroon,2020,0,0,0
Emmanuel Eseme,Cameroon,2024,0,0,0
Emmanuel Front,France,2000,0,0,0
Emmanuel Garcia,Canada,2008,0,0,0
Emmanuel Ihemeje,Italy,2024,0,0,0
Emmanuel Izonritei,Nigeria,2004,0,0,0
Emmanuel Kon,Cote d'Ivoire,2008,0,0,0
Emmanuel Kuffour,Ghana,1996,0,0,0
Emmanuel Kund,Cameroon,1984,0,0,0
Emmanuel Lebesson,France,2016,0,0,0
Emmanuel Lebesson,France,2020,0,0,0
Emmanuel Legaspi,Philippines,1988,0,0,0
Emmanuel Lucenti,Argentina,2008,0,0,0
Emmanuel Lucenti,Argentina,2012,0,0,0
Emmanuel Lucenti,Argentina,2016,0,0,0
Emmanuel Lucenti,Argentina,2020,0,0,0
Emmanuel M'pioh,Congo (Brazzaville),1984,0,0,0
Emmanuel Magnien,France,1992,0,0,0
Emmanuel Matadi,Liberia,2016,0,0,0
Emmanuel Matadi,Liberia,2020,0,0,0
Emmanuel Matadi,Liberia,2024,0,0,0
Emmanuel Mba,Gabon,2012,0,0,0
Emmanuel Mutai,Kenya,2012,0,0,0
Emmanuel Nartey,Ghana,2012,0,0,0
Emmanuel Nkurunziza,Rwanda,1992,0,0,0
Emmanuel Nsubuga,Uganda,1988,0,0,0
Emmanuel Oduol,Kenya,1984,0,0,0
Emmanuel Ojeli,Nigeria,2020,0,0,0
Emmanuel Ojeli,Nigeria,2024,0,0,0
Emmanuel Okoli,Nigeria,1992,0,0,0
Emmanuel Osei,Ghana,2004,0,0,0
Emmanuel Oshomah,Nigeria,1984,0,0,0
Emmanuel Pappoe,Ghana,2004,0,0,0
Emmanuel Petit,France,2020,0,0,0
Emmanuel Quaye,Ghana,1988,0,0,0
Emmanuel Rey,France-2,1992,0,0,0
Emmanuel Rey,France-2,1996,0,0,0
Emmanuel Rubayiza,Rwanda,1996,0,0,0
Emmanuel Stockbroekx,Belgium,2016,0,1,0
Emmanuel Tuffour,Ghana,1988,0,0,0
Emmanuel Tuffour,Ghana,1992,0,0,0
Emmanuel Tuffour,Ghana,1996,0,0,0
Emmanuel Vanluchene,Belgium,2012,0,0,0
Emmanuel Vanluchene,Belgium,2016,0,0,0
Emmanuel Wanyonyi,Kenya,2024,1,0,0
Emmanuel Yeboah,Ghana,2020,0,0,0
Emmanuel Zapata,Argentina,2016,0,0,0
Emmanuelle Coubat,France,1992,0,0,0
Emmanuelle Coubat,France,1996,0,0,0
Emmanuelle Gagliardi,Switzerland,2000,0,0,0
Emmanuelle Gagliardi,Switzerland,2008,0,0,0
Emmanuelle Rol,Switzerland,2008,0,0,0
Emmelia (-ayliffe),Australia,1992,0,0,0
Emmelie Scholtens,Netherlands,2024,0,0,0
Emmeline Ndongue,France,2012,0,1,0
Emmet Brennan,Ireland,2020,0,0,0
Emmily Pinheiro,Brazil,2008,0,0,0
Emmy Fledderus,Netherlands,1996,0,0,0
Emre Barnes,Turkey,2016,0,0,0
Emre Dodanli,Türkiye,2024,0,0,0
Emric Kpegba,Togo,2016,0,0,0
Emrol Phillip,Grenada,1984,0,0,0
Emy Legault,Canada,2024,0,0,0
Emzarios Betinidis,Georgia,2000,0,0,0
Emzarios Betinidis,Greece,2004,0,0,0
Emzarios Betinidis,Greece,2008,0,0,0
En Lai,Chinese Taipei,2024,0,0,0
En Phee,Malaysia,2020,0,0,0
En Tan,Singapore,2020,0,0,0
Ena (-weinstein),Peru,1984,0,0,0
Ena (-weinstein),Peru,1992,0,0,0
Ena Shibahara,Japan,2020,0,0,0
Ena Shibahara,Japan,2024,0,0,0
Enas Ahmed,Egypt,2016,0,0,0
Enas Ahmed,Egypt,2020,0,0,0
Encarnacin Aguilera,Spain,1992,0,0,0
Encarnacin Aguilera,Spain,1996,0,0,0
Encarnacin Aguilera,Spain,2000,0,0,0
Endalkachew Kebede,Ethiopia,2004,0,0,0
Endel Ots,United States,2024,0,0,0
Endene Miyem,France,2020,0,0,1
Ender Memet,Romania,1992,0,0,0
Ender Memet,Romania,1996,0,0,0
Ender Memet,Romania,2000,0,0,0
Ender Sudureac,Romania,2000,0,0,0
Ender Sudureac,Romania,2004,0,0,0
Endra (-fred),Seychelles,2000,0,0,0
Endre Elekes,Hungary,1992,0,0,0
Endre Funnemark,Norway,2020,0,0,0
Endri Karina,Albania,2012,0,0,0
Endry Pinto,Venezuela,2016,0,0,0
Endurance Abinuwa,Nigeria,2012,0,0,0
Endurance Ojokolo,Nigeria,2004,0,0,0
Ene (-isaac),Nigeria,2008,0,0,1
Enee Udo-obong,Nigeria,2000,1,0,0
Enee Udo-obong,Nigeria,2004,0,0,1
Enej Marinic,Slovenia,2024,0,0,0
Eneko Burguera,Spain,2000,0,0,0
Eneko Burguera,Spain,2004,0,0,0
Enekpedekumoh Okporu,Nigeria,1992,0,0,0
Eneli Jefimova,Estonia,2020,0,0,0
Eneli Jefimova,Estonia,2024,0,0,0
Eneritz Mazaga,Spain,2004,0,0,0
Enes Basar,Türkiye,2024,0,0,0
Enevold Soerensen,Denmark,2020,0,0,0
Enezaide Gomes,Portugal,2004,0,0,0
Enezaide Gomes,Portugal,2008,0,0,0
Enezaide Gomes,Sao Tome and Principe,2000,0,0,0
Enga Mohamed,Egypt,2004,0,0,0
Engel Kaize,Indonesia,1996,0,0,0
Engelbrecht Rodenburg,Netherlands,1996,1,0,0
English Gardner,United States,2016,1,0,0
English Gardner,United States,2020,0,1,0
Enia Ninevi,Croatia,2012,0,0,0
Enik Barabs-mironcic,Romania,2008,0,0,1
Enik Barabs-mironcic,Romania,2012,0,0,0
Enik Nmeth,Hungary,1996,0,0,0
Eniola Aluko,Great Britain,2012,0,0,0
Enja Roesseling,Germany,2024,0,0,0
